	municipio	nome_escola	endereco_escola	numero_endereco	cep	bairro	longitude	latitude
2570	sao paulo	renata graziano de oliveira prado professora	arnaldo daniel	100	5877150	jardim guaruja	-46,78852844	-23,69408989
2571	sao paulo	octalles marcondes ferreira	danca de anitra	1	5833080	jardim vaz de lima	-46,75888062	-23,66783905
2572	sao paulo	helio motta doutor	canori	30	5765170	jardim olinda	-46,75572968	-23,62899971
2573	sao paulo	assis chateaubriand	armando gonzaga	150	4434110	jardim maria luiza	-46,66685867	-23,68255997
2574	sao paulo	josefina maria barbosa professora	avenida professor mario mazagao	31	4929080	alto da riviera	-46,76060104	-23,69800949
2575	sao paulo	perillier mademoiselle	carolina michaelis	138	4829170	jardim das imbuias	-46,70840073	-23,72909927
2609	sao paulo	francisco roswell freire	louis daquin	199	4843070	parque brasil	-46,69599915	-23,73950005
2610	sao paulo	eulalia silva professora	amaro antonio de araujo	337	4931030	jardim santa margarida	-46,75513077	-23,67968941
2611	sao paulo	lauro pereira travassos professor doutor	rua frei francisco ferreira	128	4430180	vila missionaria	-46,65266037	-23,68844032
2612	sao paulo	joao sussumu hirata deputado	rua comendador antunes dos santos	936	5861260	capao redondo	-46,76443863	-23,67028999
2623	sao paulo	genesio de almeida moura doutor	domingos arevalo	862	2879070	jardim damasceno	-46,6967	-23,447
2624	sao paulo	miguel oliva feitosa professor	tarcon	479	5223070	jardim adelfiore	-46,74147415	-23,40838432
2627	sao paulo	geraldo homero franca ottoni professor	bernardo rolim de moura	129	2955110	vila mirante	-46,71969986	-23,46759987
2628	sao paulo	augusto baillot prof	susana dacre	8	3563220	jardim sao jose artur alvim	-46,49160004	-23,54789925
2629	sao paulo	cesar dacorso filho prof	joao gomes de farias	205	8430540	jardim etelvina	-46,4210787	-23,52996377
2630	sao paulo	jorge saraiva	arcelina teixeira da silva	SN	4858465	parque maria fernandes	-46,71672821	-23,76951027
2637	sao paulo	honorio monteiro doutor	magondi	80	4961150	vila calu	-46,78953934	-23,73587036
2638	sao paulo	francisco de paula vicente de azevedo	jivaros	72	4941110	parque bologne	-46,77568817	-23,70099068
2639	sao paulo	carlos de moraes andrade prof	belmira marin dona	2440	4846000	parque brasil	-46,6886	-23,7505
2640	sao paulo	carlos ayres prof	belmira marin dona	595	4846010	parque brasil	-46,6941	-23,736
2641	sao paulo	giulio david leone prof	ribeira do vouga	91	4830180	jardim presidente	-46,70249939	-23,73399925
2642	sao paulo	miguel kruse dom	rua sao jose do campestre	30	3728000	jardim danfer	-46,5081613	-23,4972618
2643	sao paulo	francisco mesquita jornalista	wenceslau guimaraes	5	3823000	parque cisper	-46,4927114	-23,48938032
2644	sao paulo	luigi pirandello	laranja da china	50	8050710	jardim das camelias	-46,46284487	-23,51240181
2645	sao paulo	pedro viriato parigot de souza engenheiro	benjamin capusso	836	8031760	vila curuca	-46,42507172	-23,50616074
2646	sao paulo	forca aerea brasileira	armando mamede junior	450	8150070	parque santa rita	-46,4159317	-23,51531029
2647	sao paulo	antonio de oliveira camargo professor	rua carlo grazia engenheiro	500	3683150	vila uniao zona leste	-46,48236084	-23,52182961
2648	sao paulo	paulo sarasate governador	inacio pinto lima	199	8490020	conjunto residencial prestes maia	-46,4072113	-23,56666946
2649	sao paulo	guilherme de almeida	parada pinto	2355	2611003	vila nova cachoeirinha	-46,64870071	-23,46969986
2656	sao paulo	manuel bandeira	julio cesar leal	15	5208000	vila perus	-46,75542068	-23,41360092
2657	sao paulo	mozart tavares de lima professor	marcos goncalves correa	21	8340320	jardim vila carrao	-46,45899963	-23,61870003
2658	sao paulo	branca castro canto e melo professora	costa barros	2521	3210001	sitio pinheirinho	-46,54341888	-23,60144997
2659	sao paulo	oswaldo guerner gonzalez professor	rua caruso	314	3211060	vila alpina	-46,55424118	-23,60191917
2660	sao paulo	luis gonzaga carvalho melo professor	antonio de toledo lara filho	116	3678050	vila sao francisco zona leste	-46,48965073	-23,51609039
2661	sao paulo	anne frank	rua  guira acangatara	149	3719000	jardim santo onofre	-46,52775955	-23,49860001
2662	sao paulo	geraldo campos moreira professor doutor	mutuipe	10	3819090	parque cisper	-46,49860001	-23,49806976
2663	sao paulo	heckel tavares	jose artur nova doutor	2737	8090000	parque paulistano	-46,42475891	-23,47489929
2664	sao paulo	astrogildo arruda prof	domingos do sacramento	275	8040130	vila carolina	-46,44623947	-23,50602913
2665	sao paulo	anisio teixeira professor	rio uruu	9	8215580	itaquera	-46,44478989	-23,5469799
2666	sao paulo	humberto dantas	serra do mar	50	8410160	vila princesa isabel	-46,41569901	-23,54910088
2667	sao paulo	rocca dordall	rua doutor rodrigues de almeida	143	8411350	vila buenos aires	-46,4182	-23,5536
2668	sao paulo	joaquim eugenio lima neto	chapada diamantina	521	8450150	lajeado	-46,40242004	-23,54361916
2669	sao paulo	ernestina del buono trama professora	feliciano de mendonca	418	8460365	jardim sao paulozona leste	-46,39870071	-23,55311966
2670	sao paulo	cosme de faria major	anibal thomaz gomes	87	8431191	jardim nova guaianazes	-46,41868973	-23,5380497
2671	sao paulo	martin egidio damy	paulo garcia aquiline	406	2844120	brasilandia	-46,68640137	-23,46980095
2689	sao paulo	duque de caxias	rua coronel joao de oliveira melo	967	3474020	vila antonieta	-46,5118103	-23,57669067
2690	sao paulo	tide setubal	jaime barcelos	535	8060200	vila jacui	-46,44890976	-23,5013504
2691	sao paulo	henrique smith bayma dr	salsa parrilha	SN	8180310	jardim maia	-46,41022873	-23,48727989
2692	sao paulo	cesar marengo	joaquim peixoto	108	3382167	chacara belenzinho	-46,52872849	-23,57900047
2693	sao paulo	francisco da costa guedes	avenida das cerejeiras	2435	2124002	jardim japao	-46,57281113	-23,50073051
2694	sao paulo	elza saraiva monteiro profa	avenida mariana caligiori ronchetti	1200	2650000	jardim peri	-46,65950012	-23,45820045
2695	sao paulo	francisco joao de azevedo padre	rua alcindo ferreira	2	4803170	jardim cruzeiro	-46,70891571	-23,71508598
2696	sao paulo	oswald de andrade	jose carlos dos santos marques	300	4920010	jardim herculano	-46,76021957	-23,69219971
2697	sao paulo	vicente de paulo dale coutinho gal exe	giovanni gabrieli	712	4844200	jardim icarai	-46,70339966	-23,74819946
2698	sao paulo	lourival gomes machado professor	estrada de santo amaro	55	5544000	jardim educandario	-46,76660156	-23,58909988
2699	sao paulo	almeida junior professor	avenida engenheiro heitor antonio eiras garcia	1874	5588001	jardim maria luiza	-46,74969864	-23,58270073
2700	sao paulo	laerte ramos de carvalho prof dr	anibal dos anjos carvalho	5	4810050	vila santa maria	-46,6949	-23,7126
2701	sao paulo	luiz simioni sobrinho professor	francisco lopes pinto	282	4649110	jardim prudencia	-46,67599869	-23,65517044
2702	sao paulo	messias freire professor	ibi	18	5792070	jardim leonidas moreira	-46,77576065	-23,64352036
2703	sao paulo	samuel morse professor	jose estima filho	SN	4960020	parque santa barbara	-46,7903595	-23,72841072
2711	sao paulo	candido de oliveira prof	luiz pinelli	29	4883200	jardim aladim	-46,73501994	-23,80700246
2712	sao paulo	alcides da costa vidigal	rua geremia lunardelli	370	5537100	jardim peri peri	-46,7353	-23,5864
2713	sao paulo	homero dos santos forte professor	herbert spencer	113	5663010	paraisopolis	-46,72356033	-23,61598015
2714	sao paulo	alvaro de souza lima doutor	rua memorial de aires	478	4194280	jardim sao saverio	-46,61228943	-23,65307999
2715	sao paulo	cafe filho presidente	gastao raul de forton bousquet	401	5797000	jardim ipe	-46,77096176	-23,65572929
2717	sao paulo	antonio carlos ferreira nobre professor	agostinho dos santos	235	5125050	parque sao domingos	-46,73860168	-23,50297928
2718	sao paulo	ubaldo costa leite doutor	jose da costa pereira	70	2851130	jardim guarani	-46,68778992	-23,46017075
2719	sao paulo	paulo nogueira filho	adao goncalves	70	5105010	vila dos remedios	-46,75450134	-23,50971985
2720	sao paulo	edgard pimentel rezende professor	jeronimo souto maior	120	2834090	vila nina	-46,69309998	-23,47570038
2721	sao paulo	crispim de oliveira professor	joaquim de sousa brito	122	2816030	jardim paulistano zona norte	-46,7073	-23,4595
2722	sao paulo	ana siqueira da silva	mauro de araujo ribeiro	678	5182000	cidade dabril	-46,74451828	-23,4496994
2723	sao paulo	carlos frederico werneck lacerda jornalista	conceicao do norte	906	2976200	vila zat	-46,7154808	-23,47607994
2724	sao paulo	milton da silva rodrigues professor	joao cordeiro	929	2960000	moinho velho	-46,70487976	-23,49130058
2725	sao paulo	cacilda becker	rua capitao jose amaral	44	2832110	vila portuguesa	-46,69200134	-23,48010063
2726	sao paulo	arlete terezinha pizao profa	rodrigues alvarenga	308	2471160	imirim	-46,65110016	-23,48329926
2727	sao paulo	orlando horacio vita professor	rua diogo cabrera	424	2467060	imirim	-46,64464951	-23,49109077
2728	sao paulo	daily resende franca professor	rua maria curupaiti	706	2452001	vila ester	-46,643549	-23,5012783
2729	sao paulo	yolando mallozzi	atlantico meridional	116	2474125	vila roque	-46,65829849	-23,47730064
2730	sao paulo	luzia godoy profa	ausonia	143	2308050	vila mazzei	-46,60649872	-23,476511
2731	sao paulo	veridiana camacho carvalho gomes profa	carlos dos santos	781	2234000	jardim brasil zona norte	-46,57300186	-23,47979927
2732	sao paulo	justino cardoso dr	joao souto maior	465	2218000	vila medeiros	-46,58580017	-23,48760033
2733	sao paulo	joaquim gouveia franco junior deputado	vitor hess	51	3253005	vila industrial	-46,53518544	-23,61125071
2734	sao paulo	didio da silveira baldy prof	sarazate senador	SN	3270020	vila tolstoi	-46,52207184	-23,60062027
2750	sao paulo	italo betarello	andresa	120	2995140	jardim sao joao jaragua	-46,736	-23,4503
2751	sao paulo	eduardo carlos pereira	inconfidencia mineira	576	3911000	vila rica	-46,51808167	-23,58033943
2752	sao paulo	alceu guerner gonzalez prof	cornelio de arzao	1786	8140550	jardim miriam	-46,39580917	-23,51758003
2753	sao paulo	maria augusta saraiva doutora	rua major diogo	200	1324000	bela vista	-46,643104	-23,554883
2754	sao paulo	augusto do amaral deputado	eulo maroni	244	5338100	vila lageado	-46,74689865	-23,55080032
2755	sao paulo	caetano de campos	rua pires da mota	99	1529001	aclimacao	-46,63021851	-23,56509018
2756	sao paulo	rubens do amaral deputado	rua filipe cardoso	554	4149080	jardim da saude	-46,61711121	-23,61701965
2757	sao paulo	jose maria whitaker doutor	arnaldo dante padre	250	4182070	jardim santa cruz sacoma	-46,59658051	-23,63991928
2758	sao paulo	carlos pasquale professor	lages marques	219	4162000	vila moraes	-46,61669922	-23,62829971
2759	sao paulo	arthur wolff netto professor	azor silva	153	4326010	vila fachini	-46,63582993	-23,6608696
2760	sao paulo	miguel roque professor	domiciano leite ribeiro	455	4317000	vila guarani z sul	-46,63222122	-23,64291
2761	sao paulo	salvador moya	itaiara	51	4320110	cidade vargas	-46,63539886	-23,6497097
2762	sao paulo	jose joaquim cardoso de mello neto professor	teixeira lopes	95	5893200	jardim das rosas zona sul	-46,78865814	-23,65757942
2763	sao paulo	vicente rao professor	rua pastor rubens lopes	368	4409020	americanopolis	-46,65084076	-23,67580032
2764	sao paulo	eurico gaspar dutra marechal	hipolito cordeiro	SN	5843240	jardim sao luis	-46,73495102	-23,65111923
2765	sao paulo	francisco de paula conceicao junior professor	domingos sequeira	40	5791050	jardim mitsutani	-46,78359985	-23,64871025
2766	sao paulo	adriao bernardes prof	itaquaquecetuba	9953	4872060	jardim santa tereza	-46,64612961	-23,7732296
2767	sao paulo	callia maestro	rua jose rufino da silva	249	4812240	jardim lallo	-46,68669891	-23,70940018
2768	sao paulo	joaquim alvares cruz prof	rua dois	2	4896020	barragem	-46,6507988	-23,87789917
2769	sao paulo	jose lins do rego	m boi mirim	2463	4905022	jardim das flores	-46,75534821	-23,67580032
2770	sao paulo	maria luiza de andrade martins roque profa	marcelino nogueira junior	117	4851280	jardim eliana	-46,66839981	-23,75300026
2771	sao paulo	vera athayde pereira profa	leconte de lisle	300	4831130	jardim vista alegre	-46,71250153	-23,73800087
2797	sao paulo	hosp infantil candido fontoura cl hosp	siqueira bueno	1757	3173010	belenzinho	-46,58561476	-23,55213935
2816	sao paulo	julieta terlizzi bindo profa	antonio ribeiro macedo	115	3918055	vila bancaria	-46,5221	-23,5877
2817	sao paulo	gastao strang professor	mafalda	405	3377010	chacara belenzinho	-46,54644012	-23,57266998
2818	sao paulo	jaime cortesao	jorge washington	53	3437080	vila carrao	-46,52777863	-23,56019974
2819	sao paulo	charles de gaulle	rua antonio joao medeiros	810	8140060	jardim ina	-46,3981967	-23,50960089
2820	sao paulo	dulce leite da silva profa	paulo martins garro	25	8121080	jardim sao luis zona leste	-46,38684845	-23,49674988
2821	sao paulo	martha figueira netto da silva professora	rua abeylard queiros	195	4155010	vila agua funda	-46,62574005	-23,63101959
2822	sao paulo	roberto mange	avenida carlos alberto bastos machado	50	4856080	jardim myrna	-46,6944	-23,7707
2823	sao paulo	ana luiza florence borges profa	jose paulo candido	25	4892010	jardim silveira	-46,71469879	-23,84840012
2827	sao paulo	maximo ribeiro nunes professor	rua soldado antonio romano de oliveira	174	2176020	parque novo mundo	-46,57357025	-23,5121994
2828	sao paulo	luiz lazaro zamenhof dr	eurico sodre	944	2215010	vila medeiros	-46,58119965	-23,48904991
2829	sao paulo	lucio de carvalho marques professor	jacira ferrari de oliveira	39	3810060	jardim matarazzo	-46,47499847	-23,48749924
2830	sao paulo	quintiliano jose sitrangulo prof	arraial da anta	325	8270090	vila carmosina	-46,46165848	-23,5574894
2831	sao paulo	carlos henrique liberalli professor	maria ferraz do amaral dona	128	8390255	jardim sao francisco	-46,4473773	-23,6255264
2832	sao paulo	chibata miyakoshi	eduardo de martino	72	3966020	cidade sao mateus	-46,47829819	-23,59530067
2833	sao paulo	hermano ribeiro da silva	travessa prof  dalmo belfort de mattos	SN	4416330	jardim miriam	-46,63613129	-23,67785072
2834	sao paulo	ayres neto doutor	jose flavio pereira	173	4474220	parque doroteia	-46,64366913	-23,7009201
2835	sao paulo	ibrahim nobre	rua professor djalma bento	155	4678020	jardim luanda	-46,68090057	-23,66630936
2836	sao paulo	joao ernesto de souza campos professor	rua monsenhor jose marinoni	22	4430350	vila missionaria	-46,64838028	-23,69087029
2837	sao paulo	francisco brasiliense fusco doutor	jaracatia	941	5754071	jardim umarizal	-46,75111008	-23,62297058
2840	sao paulo	jose oscar abreu sampaio	luisa maria rosa	11	5264050	vila sulina	-46,7842865	-23,44584465
2841	sao paulo	victorio americo fontana prof	nepomuceno	117	3940090	jardim sao gabriel	-46,50080109	-23,59539986
2842	sao paulo	nello lorenzon	rua sao goncalo do sapucai	61	3891050	ponte rasa	-46,48934937	-23,51217079
2843	sao paulo	melvin jones	leandro de souza	65	4256050	sao joao climaco	-46,5945015	-23,62816048
2844	sao paulo	benedito ferreira de albuquerque prof	benjamim diemar	266	4891070	vila roschel	-46,73696136	-23,83917046
2845	sao paulo	regina miranda brant de carvalho profa	filomena belmont	75	4891370	engenheiro marsilac	-46,70637894	-23,90814972
2846	sao paulo	elyo ferreira de castro professor	bacio de filicaia	147	4914060	jardim figueira grande	-46,74604034	-23,67736053
2888	sao paulo	alfredo gomes prof	maria de sao jose cunha	108	2617050	vila bela vista zona norte	-46,6576004	-23,46759987
2889	sao paulo	cassio ciampolini deputado	guapeba	15	8235160	vila verde	-46,4525795	-23,51708984
2890	sao paulo	arlindo pinto da silva prof	marcion	274	8041500	jardim lajeado	-46,43880844	-23,51457024
2897	sao paulo	osmar bastos conceicao professor	pinheiro de faria	40	2806040	jardim maristela	-46,70019913	-23,47470093
2898	sao paulo	orlando silva	pires rodovalho	45	8311230	parque sao rafael	-46,46723432	-23,63401391
2930	sao paulo	leonor rendesi professora	boaventura rodrigues da silva	1000	3801120	parque boturussu	-46,48899078	-23,49942017
2931	sao paulo	pedro de alcantara marcondes machado professor	manoel dos santos braga	391	3807320	vila robertina	-46,47631073	-23,50231934
2932	sao paulo	maria augusta correa professora	rua professor leoncio correia	SN	3720190	cangaiba	-46,53114853	-23,50497517
2933	sao paulo	clovis de oliveira professor doutor	lira cearense	869	5763450	jardim santa efigenia	-46,75577927	-23,64045906
2934	sao paulo	ronaldo garibaldi peretti professor	antonio jose bentes	691	5891160	jardim irapiranga	-46,78865814	-23,65778923
2935	sao paulo	guiomar novaes	leonidas moreira	21	4653180	vila inglesa	-46,67464066	-23,66296005
2936	sao paulo	joiti hirata	luar do sertao	165	5879450	chacara santa maria	-46,79251099	-23,68704033
2937	sao paulo	antonio manoel alves de lima	pietro casella	7	5815055	jardim sao joao	-46,73701859	-23,66013908
2938	sao paulo	manoel tabacow hidal professor	manuel de macedo	247	4459290	pedreira	-46,67134094	-23,69510078
2939	sao paulo	carolina cintra da silveira professora	luis da fonseca galvao	226	5855300	parque maria helena	-46,76654816	-23,66222
2940	sao paulo	luis magalhaes de araujo professor	m boi mirim	3583	4905023	jardim das flores	-46,76971054	-23,68392944
2975	sao paulo	santo dias da silva	rua alfredo cortes	32	4814070	jardim maringa	-46,68104935	-23,72122002
2981	sao paulo	amador arruda mendes prof	sylvio torres	290	3589010	conjunto habitacional padre jose de anchieta	-46,48770142	-23,55290031
2982	sao paulo	otto de barros vidal professor	joaquim jose de lima	13	5160120	jaragua	-46,75830078	-23,48089981
2983	sao paulo	guilherme giorgi comendador	sebastiao marchesoni	50	3909070	jardim das rosas zona leste i	-46,5095034	-23,58626625
2984	sao paulo	maria lourdes rosario negreiros profa	joaquim felicio	149	3932050	cidade centenario	-46,50040054	-23,58379936
2985	sao paulo	jose de oliveira orlandi	adriano bertozzi	1195	8265000	jardim helian	-46,45709991	-23,57460022
2986	sao paulo	maria ferraz de campos profa	teodoro sao	453	8290005	vila carmosina	-46,4539	-23,5551
2987	sao paulo	flavio jose osorio negrini professor	casimiro	66	5766300	jardim olinda	-46,75210953	-23,62957954
2988	sao paulo	alberto badra doutor	josefina moretti	90	5840060	vila das belezas	-46,74040985	-23,64414024
2989	sao paulo	duglas teixeira monteiro professor	avenida professor oscar campiglia	529	5762230	parque ipe	-46,76174164	-23,64086914
2990	sao paulo	maria juvenal homem de mello profa	miraflores	95	4842470	jardim castro alves	-46,68188858	-23,7403698
2991	sao paulo	emilio warwick kerr pastor	walter sgarbi	700	4845270	jardim reimberg	-46,6957016	-23,75390053
2992	sao paulo	josephina cintra damiao professora	jararau	152	4943120	chacara nani	-46,79233932	-23,70952034
2993	sao paulo	erodice pontes de queiroz rev	av professor hermogenes de freitas leitao filho	1500	4865000	jardim casa grande	-46,71469879	-23,78520012
2994	sao paulo	samuel wainer	jose do rio preto sao	71	4840460	conjunto habitacional brigadeiro faria lima	-46,68379974	-23,7548008
3078	sao paulo	jose americo de almeida doutor	ramon bayeu	21	5363200	vila nova alba	-46,7463	-23,5734
3098	sao paulo	oswaldo aranha bandeira de mello prof	sena freitas padre	196	3568020	parque artur alvim	-46,48414993	-23,54445076
3099	sao paulo	mattathias gomes dos santos rev	manuel duarte ferro	SN	8190470	vila itaim	-46,39300919	-23,48506927
3100	sao paulo	francisco de assis pires correa professor	rua silvianopolis	20	8255410	conjunto residencial jose bonifacio	-46,43368912	-23,54937935
3101	sao paulo	joao cruz costa professor	avenida jose maria da silva	SN	5348020	jaguare	-46,74160004	-23,54569054
3102	sao paulo	julia della casa paula professora	george bernanos	311	4432110	jardim sao jorge	-46,66202164	-23,68330956
3110	sao paulo	jorge duprat figueiredo	antonio lombardo	140	3572230	jardim santa terezinha zona leste	-46,49919891	-23,57349968
3111	sao paulo	mario lopes leao dr	jose mendes netto	57	4883270	jardim dos alamos	-46,73799896	-23,81209946
3112	sao paulo	jacob thomaz itapura de miranda prof	antonio felipe filho	93	4845000	jardim somara	-46,68980026	-23,74950027
3113	sao paulo	herculano de freitas professor	olivier bachelin	7	4929170	alto da riviera	-46,76655197	-23,70217705
3118	sao paulo	amelia moncon ramponi professora	rua sao constantino	180	4456000	jardim santa cruz	-46,68101883	-23,68391991
3126	sao paulo	zoraide de campos helu professora	giovani paladino	76	5265020	jardim jaragua	-46,7887001	-23,45000076
3127	sao paulo	nagib izar	monte cardoso	671	3474000	vila antonieta	-46,51440811	-23,56705093
3128	sao paulo	octacilio de carvalho lopes prof	waldemar tietz	850	3589000	conjunto habitacional padre jose de anchieta	-46,48619843	-23,5496006
3129	sao paulo	orestes rosolia prof	jeronimo machado padre	200	3590000	conjunto habitacional padre manoel da nobrega	-46,47991943	-23,54331017
3130	sao paulo	adolpho pluskat prof	cafe do brasil	130	8161225	jardim dos ipes	-46,41359711	-23,49987411
3131	sao paulo	joao prado margarido prof	carmine monetti	81	8111160	jardim das oliveiras	-46,38291931	-23,49155998
3132	sao paulo	salim farah maluf professor	jardim tamoio	100	8255010	conjunto residencial jose bonifacio	-46,43560028	-23,55477905
3133	sao paulo	fadlo haidar	murmurios da tarde	200	8253580	conjunto residencial jose bonifacio	-46,43349838	-23,56303978
3134	sao paulo	wilson roberto simonini prof	joao correia de magalhaes	200	8151260	parque dom joao neri	-46,40494537	-23,51947212
3135	sao paulo	samuel klabin	rua boris alexandre	189	5387020	vila dalva	-46,76549911	-23,56739998
3136	sao paulo	pedro calil padis professor	rodrigues montemor	395	4387002	cidade domitila	-46,6489296	-23,66311073
3137	sao paulo	joao ernesto faggin doutor	fulfaro	141	4414200	vila clara	-46,6325798	-23,67437935
3138	sao paulo	david nasser jornalista	severiano cardoso	280	5894430	jardim macedonia	-46,78958893	-23,65360069
3139	sao paulo	antonio bernardes de oliveira professor	jean marot	12	4917040	jardim sao joaquim	-46,75017929	-23,6882
3140	sao paulo	david zeiger	satelite japetus	30	4858520	jardim maria amalia	-46,71450043	-23,77569962
3141	sao paulo	saverio fittipaldi	rufino zado	SN	4853070	jardim noronha	-46,67660141	-23,76860046
3142	sao paulo	aurelio campos deputado	olimpio de oliveira chalegre	137	4777040	vila da paz	-46,69649887	-23,69300079
3143	sao paulo	carlos cattony	professor herman von ihering	11	4870423	jardim casa grande	-46,74060059	-23,77375984
3144	sao paulo	euripedes simoes de paula prof	maria pape	30	4852218	jardim lucelia	-46,67279816	-23,76230049
3145	sao paulo	mario arminante prof	jose roschel rodrigues	146	4880130	recanto campo belo	-46,73249817	-23,79170036
3146	sao paulo	antonio pereira lima dr	jusa	1414	4889000	parelheiros	-46,75120163	-23,82159996
3230	sao paulo	dirce pastore donato profa	bom jesus da cachoeira	456	2236020	parque edu chaves	-46,56629944	-23,4727993
3231	sao paulo	eduardo gomes brigadeiro	leoncio da costa vieira	137	3463070	jardim piqueroby	-46,52916207	-23,57252026
3232	sao paulo	argeo pinto dias eng	falcao peregrino	22	4857350	jardim sabia	-46,69070053	-23,78300095
3233	sao paulo	antonio aggio	hercilia goncalves dos santos	16	4912040	guarapiranga	-46,74457932	-23,68498039
3243	sao paulo	jose barbosa de almeida professor	elisio teixeira leite	3260	2810000	sitio morro grande	-46,7092514	-23,46940994
3244	sao paulo	pedro moreira matos prof	rafael zimbardi	38	8071130	jardim nair	-46,44845963	-23,49057007
3246	sao paulo	flaminio favero professor	avenida general penha brasil	3001	2673000	vila nova cachoeirinha	-46,67810059	-23,45050049
3247	sao paulo	carlos borba professor	rua joana pedroso dos santos	101	2990060	jardim rodrigo	-46,72665787	-23,42653847
3248	sao paulo	joao nogueira lotufo professor	jose marcos de albuquerque	18	5171400	jardim santa monica	-46,74964523	-23,47830772
3249	sao paulo	antonio sylvio da cunha bueno	andrea feliciani	501	3591020	conjunto habitacional padre manoel de paiva	-46,48080063	-23,54840088
3250	sao paulo	maria aparecida machado julianelli	pedro marciano de alcantara	18	3726010	engenheiro goulart	-46,51436996	-23,50255966
3251	sao paulo	francisco pereira de souza filho prof	goncalves ribeiro	50	8080090	parque paulistano	-46,4308815	-23,48265076
3252	sao paulo	tercio moraes pereira rev	pedro soares de andrade	775	8021040	vila rosaria	-46,43540955	-23,50180054
3253	sao paulo	julio dinis	r jucaral	170	8246106	pda quinze	-46,43275833	-23,53219986
3254	sao paulo	luis gonzaga travassos da rosa	afonso vidal	600	5723330	jardim santo antonio	-46,7325592	-23,63999939
3255	sao paulo	arnaldo laurindo professor	altino alves de abreu	110	5822000	parque santo antonio	-46,75138855	-23,66340065
3256	sao paulo	tiago alberione padre	angelo cristianini	1434	4424000	cidade julia	-46,64374924	-23,69054985
3257	sao paulo	esther garcia profa ee	rua antonio carlos benjamim dos santos	858	4856070	jardim myrna	-46,69739914	-23,74780083
3347	sao paulo	provincia de nagasaki	dorandia	158	2234080	jardim brasil zona norte	-46,57120132	-23,4776001
3348	sao paulo	maria de lourdes almeida sinisgalli profa	av professor hermgenes de freitas leitao	4946	4865000	parelheiros	-46,71490097	-23,81130028
3384	sao paulo	paulo trajano da silveira santos professor	praia do tumiaru	320	2965020	vila marina	-46,7077	-23,4869
3385	sao paulo	paulo leivas macalao pastor	alto sucuriu	327	2679000	jardim peri	-46,66479874	-23,45700073
3386	sao paulo	joao baptista alves silva prof	manuel vieira da luz	384	2318020	sitio do piqueri	-46,58494949	-23,44998932
3387	sao paulo	emir macedo nogueira jornalista prof	iacape	322	3983090	parque santa madalena	-46,5097	-23,6103
3388	sao paulo	romeu montoro	luis juliani	422	3978270	jardim adutora	-46,5060997	-23,61730003
3389	sao paulo	paulo lauro dr	vitalino dos santos	85	3570160	parque savoy city	-46,4872	-23,5627
3390	sao paulo	moacyr amaral dos santos	carlos belleville	22	8320880	jardim buriti	-46,47816081	-23,62420896
3391	sao paulo	joaquim silverio gomes dos reis professor	rua guilherme de valencia	45	8253280	cohab jose  bonifacio	-46,4408989	-23,55179977
3392	sao paulo	indiana zuycher simoes de jesus professora	inacio donati	200	8250710	conjunto residencial jose bonifacio	-46,43553162	-23,5413208
3393	sao paulo	ruth cabral troncarelli professora	antonio gandini	690	8215460	itaquera	-46,4410477	-23,5384439
3394	sao paulo	jose righetto sobrinho prof	criuva	380	8245300	vila progresso zona leste	-46,43273163	-23,51732063
3395	sao paulo	frederico mariano	jeronimo prado	115	8411100	vila santa cruz zona leste	-46,41081369	-23,54739231
3396	sao paulo	cicero canuto de lima pastor	cipotuba	37	5873190	morro do indio	-46,77772903	-23,68806076
3397	sao paulo	ariston de oliveira professor tenente	joao da cruz e sousa	444	5893000	jardim das rosas zona sul	-46,78974915	-23,65764999
3398	sao paulo	homero vaz do amaral	brest	2	4832060	jardim kioto	-46,71720123	-23,73320007
3399	sao paulo	soichi mabe	amaro gomes	24	4949120	jardim aracati	-46,76964951	-23,71982956
3472	sao paulo	leonel brizola	rua maria pape	30	4852218	jardim lucelia	-46,6731987	-23,7614994
3473	sao paulo	ana maria bento professora	mario david andreazza ministro	94	4849080	parque residencial cocaia	-46,6709	-23,7427
3502	sao paulo	centro de atend socioed ao adolescente rio turiassu  cip	mursa coronel	270	3043050	bras	-46,6153764	-23,5482932
3505	sao paulo	elizabeth aparecida simoes mesquita professora	jose da natividade saldanha	SN	2844130	vila penteado	-46,68598938	-23,46982956
3507	sao paulo	sandra rodrigues de oliveira	rua magnolia azul	92	8141640	itaim paulista	-46,38840103	-23,51199913
3512	sao paulo	centro atend socioeduc ao adolescente aroeira 37 ci	rodovia raposo tavares km 195	SN	5577300	jardim arpoador	-46,7963	-23,5899
3526	sao paulo	krukutu	estrada granja saiki	1693	4895000	barragem	-46,62009811	-23,8640995
3528	sao paulo	centro atend socioeduc ao adolescente cedro ci	rodovia raposo tavares	KM 19	5577300	jd arpoador	-46,7678	-23,5844
3529	sao paulo	wander taffo musico	mangualde	427	5851260	parque santo antonio	-46,75946045	-23,66415024
3543	sao paulo	hospital emilio ribas classe hospitalar	arnaldo doutor	165	1246000	pacaembu	-46,6669	-23,5545
3544	sao paulo	hospital emilio ribas classe hospitalar	av dr arnaldo	165	1246000	pacaembu	-46,6672	-23,5558
3545	sao paulo	hospital emilio ribas classe hospitalar	av dr arnaldo	165	1246000	pacaembu	-46,6672	-23,5558
