	municipio	nome_escola	endereco_escola	numero_endereco	cep	bairro	longitude	latitude
257	sao paulo	mario kozel filho	tiete	49	8180410	vila seabra	-46,40768051	-23,49039078
258	sao paulo	estela borges morato	tujumirim	419	8081180	jardim helena	-46,41970062	-23,48189926
259	sao paulo	maximo de moura santos professor	parioto	249	8060030	vila jacui	-46,45495987	-23,49999046
260	sao paulo	raul pilla deputado	rua sao bertoldo	449	8070380	parque cruzeiro do sul	-46,4570694	-23,49430084
261	sao paulo	galileo emendabili escultor	jeribatuba	700	8246091	parada xv de novembro	-46,43627167	-23,52817917
262	sao paulo	carlos gomes	antonio bernardo silvestre	203	8011390	vila sao silvestre zona leste	-46,44466019	-23,49798012
263	sao paulo	dom pedro i	americo gomes da costa	59	8010120	vila americana	-46,44030152	-23,49421968
264	sao paulo	armando gomes de araujo prof	alfredo moreira pinto	SN	8110220	vila simone	-46,4004097	-23,50145912
265	sao paulo	alberto schweitzer	matacoes	35	8120180	jardim camargo novo	-46,39432907	-23,50468063
266	sao paulo	plinio caiado de castro dr	joao batista santiago	SN	8150030	parque santa rita	-46,41067123	-23,52136993
267	sao paulo	manoel de nobrega deputado	nordestina	1646	8042000	cidade nova sao miguel	-46,43947983	-23,5071907
268	sao paulo	jose bonifacio andrada e silva jardim prof	andre furtado de mendonca	473	8191260	jardim romano	-46,38478088	-23,47957039
269	sao paulo	mario reys comendador	jeribatuba	102	8246090	parada xv de novembro	-46,43455124	-23,53352928
270	sao paulo	gabriel peliciotti professor	tito capinam	25	8062270	jardim sao carlos zona leste	-46,47592145	-23,51198086
271	sao paulo	shinquichi agari	joao maximiano mafra	351	8030350	vila curuca	-46,42155075	-23,50139046
272	sao paulo	dario de queiroz prof	luis atilio rossi	75	8010440	cidade nitro operaria	-46,43320847	-23,49452972
273	sao paulo	diogo de faria dr	rosa de lima santa	591	8080000	parque paulistano	-46,4293296	-23,4867602
274	sao paulo	ataulpho alves	maria susano polilo	485	8021300	vila rosaria	-46,43544006	-23,5025692
275	sao paulo	antonio de padua vieira	maximiano correa dos santos	125	8122210	jardim das oliveiras	-46,37677002	-23,49389076
276	sao paulo	eliza raquel macedo de souza profa	darci mano	97	8440400	vila odete	-46,40863037	-23,53585052
277	sao paulo	emilia de paiva meira professora	porto xavier	172	8210170	vila carmosina	-46,45471954	-23,54087067
278	sao paulo	geraldo domingos cortez professor	alvaro de mendonca	914	8215290	itaquera	-46,44438171	-23,53863907
279	sao paulo	helena lombardi braga professora	virginia de miranda	138	8240010	jardim norma	-46,45288849	-23,52659035
280	sao paulo	ascanio de azevedo castilho prof	lider	2168	8280005	cidade lider	-46,4740735	-23,5571765
281	sao paulo	cidade de hiroshima	venancio lisboa	382	8280590	jardim nossa senhora do carmo	-46,4695015	-23,5678997
282	sao paulo	apparecida rahal professora	fontoura xavier	542	8295300	itaquera	-46,45605087	-23,54965019
283	sao paulo	decio ferraz alvim professor doutor	rua edmundo da cunha	95	8330230	jardim ester	-46,46260071	-23,62070084
284	sao paulo	lina da costa couto profa	do pessego	1400	8260001	itaquera	-46,44694901	-23,5597496
285	sao paulo	luiz rosanova professor	miguel achiole da fonseca	1447	8461110	jardim sao paulozona leste	-46,4032108	-23,5591711
286	sao paulo	luzia de queiroz e oliveira profa	itaquera	5912	8285060	cidade lider	-46,4679985	-23,54599953
287	sao paulo	jandyra vieira cunha barra profa	joao lopes de lima	1000	3976020	jardim sapopemba	-46,48910141	-23,61219978
288	sao paulo	alcides boscolo professor	miguel ferreira de melo	50	8390000	jardim santo andre	-46,4447435	-23,6290845
289	sao paulo	alfredo machado pedrosa prof	antonio previato	1385	3958010	cidade sao mateus	-46,48252869	-23,60128975
290	sao paulo	alvares de azevedo	ignacio alves de mattos	281	8210210	itaquera	-46,45269012	-23,53877068
291	sao paulo	maria cecilia da silva grohmann professora	jose alves dos santos	19	8220450	vila campanela	-46,46199036	-23,53968048
292	sao paulo	maria da conceicao oliveira costa professora	lagoa tai grande	475	8290500	itaquera	-46,45793152	-23,55125046
293	sao paulo	milton cruzeiro professor	alamandas	36	8225310	cidade antonio estevao de carvalho	-46,4678688	-23,53569031
294	sao paulo	adelino jose da silva d azevedo prof	alberto de macedo	127	3973000	jardim santa adelia	-46,47968674	-23,62072563
295	sao paulo	adhemar antonio prado professor	fernandes tourinho	133	8330120	jardim vera cruzzona leste	-46,46973038	-23,6168499
296	sao paulo	pedro taques	carlos ruhl comandante	56	8410130	vila princesa isabel	-46,4143	-23,5451
297	sao paulo	sebastiao faria zimbres professor	quinta do paco	45	8411280	vila marilena	-46,40893173	-23,55290031
298	sao paulo	sao joao evangelista	forte cananeia	3	8340020	parque sao lourenco	-46,4632988	-23,60070038
299	sao paulo	balbina netto velloso profa	francisco fernandes frazao	37	8452180	lajeado	-46,39717484	-23,53573227
300	sao paulo	thales castanho de andrade professor	fontoura xavier	851	8295300	itaquera	-46,45449066	-23,54714012
301	sao paulo	alfredo ashcar prof	jose francisco dos santos	641	3946010	jardim tiete	-46,4882	-23,5992
302	sao paulo	andre nunes junior	salvador de paiva	145	8320200	parque sao rafael	-46,47447559	-23,62935527
303	sao paulo	rita pinto de araujo professora	sapopemba	30500	8330180	cidade satelite santa barbara	-46,42409897	-23,61940002
304	sao paulo	walter belian	sergio sao	33	3972000	jardim santa adelia	-46,48249817	-23,61310005
305	sao paulo	reynaldo porchat professor	aliados	540	5082000	alto da lapa	-46,71642303	-23,52837372
306	sao paulo	alfredo paulino	rua caativa	15	5059040	alto da lapa	-46,70912933	-23,53507996
307	sao paulo	romeu de moraes	rua tonelero	407	5056000	vila ipojuca	-46,7044	-23,5316
308	sao paulo	anhanguera	rua antonio raposo	87	5074020	lapa	-46,70569992	-23,52124977
309	sao paulo	pereira barreto	rua nossa senhora da lapa	615	5072000	lapa	-46,70534897	-23,52463913
310	sao paulo	antonio prado conselheiro	rua vitorino carmilo	621	1153000	barra funda	-46,65230179	-23,5318203
311	sao paulo	canuto do val	avenida doutor abraao ribeiro	526	1133020	bom retiro	-46,65731759	-23,52042656
312	sao paulo	pedro ii	rua marta	33	1155010	barra funda	-46,6632167	-23,531164
313	sao paulo	joao kopke	alameda cleveland	331	1218000	campos eliseos	-46,64167023	-23,53236961
314	sao paulo	reinaldo ribeiro da silva doutor	avenida embaixador macedo soares	10935	5095035	vila anastacio	-46,721241	-23,51190376
315	sao paulo	jose candido de souza	rua diana	1070	5019000	perdizes	-46,68429947	-23,53750038
316	sao paulo	arthur guimaraes	rua jaguaribe	354	1224000	vila buarque	-46,6489296	-23,54269028
317	sao paulo	zuleika de barros martins ferreira professora	rua padre chico	420	5008010	perdizes	-46,683239	-23,529197
318	sao paulo	deodoro marechal	rua dos italianos	405	1131000	bom retiro	-46,64307022	-23,52605057
319	sao paulo	marina cerqueira cesar professora	rua acurua	241	5053000	vila romana	-46,7005943	-23,5378571
320	sao paulo	alarico silveira doutor	rua conselheiro brotero	100	1154000	barra funda	-46,6554718	-23,52843094
321	sao paulo	jose monteiro boanova professor	rua dalton	10	5086030	alto da lapa	-46,72246933	-23,52593231
322	sao paulo	mauro de oliveira professor	rua pedro soares de almeida	134	5029030	vila anglo brasileira	-46,69514	-23,542176
323	sao paulo	miss browne	rua padre chico	102	5008010	perdizes	-46,68062973	-23,53083992
324	sao paulo	manuel ciridiao buarque professor	rua cerro cora	770	5061100	vila romana	-46,70370102	-23,5401001
325	sao paulo	edmundo de carvalho doutor	rua tiberio	145	5042010	agua branca	-46,68849945	-23,52470016
326	sao paulo	guilherme kuhlmann	largo da lapa	124	5069030	lapa de baixo	-46,70526886	-23,5150795
327	sao paulo	prudente de moraes	praca cel fernando prestes	197	1124060	bom retiro	-46,6340891	-23,530129
328	sao paulo	faria lima brigadeiro	rua cajaiba	420	5025000	vila pompeia	-46,68548965	-23,53860092
329	sao paulo	emiliano augusto cavalcanti de albuquerque e melo	avenida diogenes ribeiro de lima	2001	5458001	alto de pinheiros	-46,71659851	-23,54240036
330	sao paulo	alexandre von humboldt	raimundo pereira de magalhaes	1201	5092040	vila anastacio	-46,71147919	-23,50737
331	sao paulo	fidelino de figueiredo professor	rua imaculada conceicao	71	1226020	vila buarque	-46,653057	-23,538971
332	sao paulo	fernao dias paes	pedroso de morais	420	5420000	pinheiros	-46,6899	-23,5657
333	sao paulo	antonio alves cruz professor	rua alves guimaraes	1511	5410002	pinheiros	-46,68273926	-23,55014038
334	sao paulo	marina cintra professora	rua da consolacao	1289	1301100	consolacao	-46,65346232	-23,54993666
335	sao paulo	roldao lopes de barros professor	rua colonia da gloria	580	4113001	jardim da gloria	-46,62742996	-23,58724976
336	sao paulo	ludovina credidio peixoto	rua jesuino arruda	205	4532080	itaim bibi	-46,67250061	-23,5814991
337	sao paulo	arcy major	jose de queiros aranha doutor	451	4106062	vila mariana	-46,63562012	-23,57869911
338	sao paulo	maria jose	rua treze de maio	267	1327000	bela vista	-46,64653015	-23,55607033
339	sao paulo	costa manso ministro	rua joao cachoeira	960	4535003	vila nova conceicao	-46,67660141	-23,58849907
340	sao paulo	fabiano lozano maestro	rua humberto i	633	4018031	vila mariana	-46,64144897	-23,58580971
341	sao paulo	victor oliva professor	alvilandia	409	5449070	vila madalena	-46,70729828	-23,54590034
342	sao paulo	floriano marechal	rua dona julia	37	4117020	vila mariana	-46,6350192	-23,5881091
343	sao paulo	rodrigues alves	avenida paulista	227	1311000	paraiso	-46,64619827	-23,56990051
344	sao paulo	godofredo furtado	rua joao moura	727	5412001	jardim america	-46,67860031	-23,55920029
345	sao paulo	carlos maximiliano pereira dos santos	jerico	256	5435040	sumarezinho	-46,6893	-23,5515
346	sao paulo	caetano de campos consolacao	rua joao guimaraes rosa	111	1303030	consolacao	-46,64704895	-23,54961014
347	sao paulo	ceciliano jose ennes professor	salvador cardoso	219	4533050	itaim bibi	-46,6853981	-23,58760071
348	sao paulo	brasilio machado	rua dos moras	630	5434020	vila madalena	-46,69369888	-23,55649948
349	sao paulo	martim francisco	domingos fernandes	583	4509011	vila nova conceicao	-46,67089844	-23,59219933
350	sao paulo	alfredo bresser	sumidouro	66	5428010	pinheiros	-46,69620132	-23,56509972
351	sao paulo	aristides de castro	leopoldo couto de magalhaes junior	306	4542000	itaim bibi	-46,67599869	-23,58699989
352	sao paulo	napoleao de carvalho freire professor	rua irauna	815	4518061	indianopolis	-46,67444488	-23,60850306
353	sao paulo	oswaldo aranha	avenida portugal	859	4559002	brooklin paulista	-46,68220139	-23,6154995
354	sao paulo	jacyra moya martins carvalho professora	aristides guilhem almirante	38	5526000	jardim jussara	-46,74670029	-23,60359955
355	sao paulo	keizo ishihara	mario gessullo	60	5540130	conjunto residencial butanta	-46,72430038	-23,57559967
356	sao paulo	kyrillos doutor	antonio adib chammas	124	5530090	instituto de previdencia	-46,7199	-23,5767
357	sao paulo	lourenco filho professor	tacaunas	181	4068020	planalto paulista	-46,64429855	-23,62059975
358	sao paulo	mario de andrade	joaquim nabuco	570	4621003	brooklin paulista	-46,6812706	-23,62639046
359	sao paulo	maria eugenia martins professora	alarico franco caiubi	651	5330012	jaguare	-46,74827957	-23,54320908
360	sao paulo	flavia vizibeli pirro professora	abreu e lima padre	107	4358130	parque jabaquara	-46,65359879	-23,63870049
361	sao paulo	guiomar rocha rinaldi professora	rua dom francisco cardoso ayres	285	5560010	jardim cambara	-46,78160095	-23,58989906
364	sao paulo	henrique dumont villares	avenida presidente altino	1131	5323001	jaguare	-46,75109863	-23,54520035
366	sao paulo	architiclino santos professor	rua maestro italo izzo	110	5325200	parque continental	-46,7588	-23,5415
367	sao paulo	cesar martinez	irae	155	4075000	indianopolis	-46,65829849	-23,6012001
368	sao paulo	clorinda danti professora	avenida corifeu de azevedo marques	2700	5340000	vila lageado	-46,7405014	-23,57049942
369	sao paulo	daniel paulo verano pontes professor	avenida jose joaquim seabra	1187	5364000	rio pequeno	-46,75450134	-23,56889915
372	sao paulo	luis elias attie	heitor antonio eiras garcia engenheiro	6821	5564200	jardim esmeralda	-46,78720093	-23,60169983
374	sao paulo	emygdio de barros professor	avenida nossa senhora da assuncao	292	5359000	vila butanta	-46,74248886	-23,57344055
375	sao paulo	ennio voss professor	avenida portugal	1220	4559002	brooklin paulista	-46,68492126	-23,61833954
376	sao paulo	alberto levy professor	avenida indianopolis	1570	4062001	indianopolis	-46,65109634	-23,61230278
377	sao paulo	alberto torres	avenida doutor vital brasil	1260	5503000	butanta	-46,71475983	-23,56886673
378	sao paulo	ana rosa de araujo dona	rua eden	100	5619000	vila inah	-46,72720337	-23,58903885
379	sao paulo	andronico de mello professor	rua theo dutra	33	5628000	jardim colombo	-46,7319603	-23,59819031
381	sao paulo	adalgiza segurado da silveira professora	avenida professor gioia martins	686	5632020	jardim monte kemel	-46,73519897	-23,60059929
383	sao paulo	adolfino de arruda castanho professor	professora ana maria lelis da silva	252	5361010	rio pequeno	-46,7492981	-23,56550026
384	sao paulo	adolfo gordo senador	armando lombardi dom	223	5616010	vila progredior	-46,72069931	-23,58740044
385	sao paulo	virgilia rodrigues alves de carvalho pinto	rua domingos barbieri	350	5531060	jardim previdencia	-46,72079849	-23,57691002
386	sao paulo	pedro fonseca professor	rua rubens grisolia	65	5634150	jardim monte kemel	-46,74028015	-23,60284042
387	sao paulo	thomazia montoro	rua doutor adolfo melo junior	156	5522030	ferreira	-46,73715374	-23,59276595
388	sao paulo	adolfo tripoli professor	rua lourenco de azevedo	149	5624060	vila morse	-46,72980118	-23,59670067
389	sao paulo	demosthenes marques professor	rua  alencar araripe	611	4253000	sacoma	-46,59719086	-23,61248016
390	sao paulo	jacques maritain	rua laranjal	36	4250100	vila marte	-46,60002899	-23,62252998
392	sao paulo	murtinho nobre doutor	rua ouvidor portugal	789	1551000	vila monumento	-46,61228943	-23,57368088
393	sao paulo	adelina issa ashcar	rua alexandrino da silveira bueno	SN	1524010	cambuci	-46,6140098	-23,5652028
394	sao paulo	julio de mesquita filho	rua agostinho gomes	601	4206000	ipiranga	-46,60517883	-23,57527924
395	sao paulo	itauna visconde de	rua silva bueno	1412	4208001	ipiranga	-46,60136032	-23,59083939
396	sao paulo	ataliba de oliveira professor	rua sao silvestre	400	4255080	sao joao climaco	-46,5945816	-23,62402916
397	sao paulo	roosevelt presidente	rua sao joaquim	320	1508000	liberdade	-46,63788986	-23,5655098
398	sao paulo	astrogildo silva professor	avenida patente	615	4243000	jardim patente	-46,58660126	-23,62767029
399	sao paulo	centro atend socioed adolesc governador mario covas ci	condessa elisabeth de robiano	450	3074000	vila moreira	-46,5937721	-23,53049398
400	sao paulo	seminario nossa senhora da gloria	rua moreira de godoi	399	4266060	ipiranga	-46,60969925	-23,59160042
401	sao paulo	jose escobar professor	rua greenfeld	130	4218100	ipiranga	-46,60255814	-23,6012001
402	sao paulo	mildre alvares biaggi professora	rua montalverne	91	4265060	vila sao jose ipiranga	-46,61640167	-23,58494949
403	sao paulo	nossa senhora aparecida	rua alvaro fragoso	734	4223000	vila carioca	-46,59067154	-23,59840965
404	sao paulo	francisco de assis reys	rua bom pastor	1560	4203002	ipiranga	-46,60723877	-23,59033012
405	sao paulo	manuela lacerda vergueiro	rua tamuata	176	4255140	sao joao climaco	-46,59307861	-23,62194061
406	sao paulo	odon cavalcanti professor	rua bambore	546	4278060	vila nair	-46,60821152	-23,60265923
407	sao paulo	centro de detencao provisoria i belem	condessa elisabeth de robiano	900	3074000	vila moreira	-46,58802295	-23,5301327
408	sao paulo	centro de det provisoria paulo gilberto de araujo	condessa elisabeth de robiano	900	3074000	vila moreira	-46,58788919	-23,53072364
409	sao paulo	oscar thompson	avenida lins de vasconcelos	600	1538000	cambuci	-46,6218498	-23,5684
410	sao paulo	gomes cardim professor	avenida lacerda franco	1641	1536001	cambuci	-46,62498093	-23,57714081
411	sao paulo	alexandre de gusmao	rua  cisplatina	298	4211040	ipiranga	-46,60432816	-23,58818054
412	sao paulo	eurydice zerbini professora	epiacaba	547	4257145	parque fongaro	-46,58890915	-23,63433075
414	sao paulo	gualter da silva professor	rua anatole france	76	4283050	vila moinho velho	-46,60324097	-23,60630035
416	sao paulo	maria odila guimaraes bueno professora	rua americo samarone	350	4284000	vila moinho velho	-46,60198975	-23,60623932
417	sao paulo	teotonio alves pereira	rua arcipreste ezequias	734	4271060	vila sao jose ipiranga	-46,6190605	-23,5911863
418	sao paulo	raul cardoso de almeida professor	rua nossa senhora das merces	1000	4165011	vila das merces	-46,60655975	-23,62631989
419	sao paulo	reducino de oliveira lara professor	contos gauchescos	322	4369000	vila santa catarina	-46,66614151	-23,65257454
420	sao paulo	unidade experimental de saude	juvenal gomes coimbra	10	3021050	catumbi	-46,59578218	-23,52973063
423	sao paulo	raul fonseca	avenida inhaiba	92	4292050	saude	-46,60828583	-23,61186068
424	sao paulo	dandolo frediani professor	avenida santa catarina	1025	4378300	vila mascote	-46,66453934	-23,64495087
425	sao paulo	valentim gentil	rua francisco hurtado	303	4156040	agua funda	-46,62248993	-23,63249016
426	sao paulo	paulo rossi professor	rua dos bogaris	200	4047020	mirandopolis	-46,64490128	-23,61031914
427	sao paulo	lais amaral vicente professora	taquacetuba	214	4349210	vila parque jabaquara	-46,64967728	-23,65112305
428	sao paulo	lygia de azevedo souza e sa professora	rua doutor mauricio de lacerda	322	4303191	sao judas	-46,63610077	-23,62579918
429	sao paulo	julia collaco franca professora	arlindo vieira padre	3443	4166003	jardim vergueiro sacoma	-46,61034012	-23,6466198
430	sao paulo	maria augusta de moraes neves professora	hugo vitor silva	508	4340040	americanopolis	-46,64239883	-23,66790962
431	sao paulo	maria ribeiro guimaraes bueno professora	rua vuturuna	190	4147080	vila do bosque	-46,62990189	-23,62050056
432	sao paulo	calixto de souza aranha professor	rua simao lopes	925	4167001	vila moraes	-46,61309052	-23,63320923
433	sao paulo	helena lemmi professora	rua jua	246	4138020	saude	-46,63460159	-23,61230087
435	sao paulo	heloisa carneiro professora	rua antonio covello	58	4383070	jardim jabaquara	-46,65845871	-23,6602993
436	sao paulo	perola byington dona	rua doutor alcides de campos	150	4336160	americanopolis	-46,64208984	-23,66304016
437	sao paulo	angelo mendes de almeida doutor	apace	SN	4347110	jardim oriental	-46,64649963	-23,64502907
438	sao paulo	carlos augusto de freitas villalva junior doutor	avenida engenheiro armando de arruda pereira	506	4308000	jabaquara	-46,64437866	-23,63339043
440	sao paulo	erico de abreu sodre	rua professora ludovina credidio peixoto	98	4139070	chacara inglesa	-46,63199997	-23,60589981
441	sao paulo	joao maria pires de aguiar professor	marapes	17	4330070	vila parque jabaquara	-46,64797974	-23,65609932
442	sao paulo	joao amos comenius	estevao mendonca	439	4372050	vila santa catarina	-46,65793991	-23,64965057
443	sao paulo	julio ribeiro	rua doutor nestor alberto de macedo	117	4154020	vila moraes	-46,61959839	-23,62607956
444	sao paulo	nelson fernandes deputado	ouricana	57	4317240	vila guarani z sul	-46,63505936	-23,64314079
445	sao paulo	barroso almirante	avenida jabaquara	2875	4045004	jabaquara	-46,64390182	-23,6284008
447	sao paulo	antonio alcantara machado	rua  americo ribeiro	97	4130050	vila gumercindo	-46,61648178	-23,60413933
448	sao paulo	antonio castelar de franceschi	rua dom pero sardinha	115	4134050	vila gumercindo	-46,62388992	-23,60619926
449	sao paulo	brasilio machado	rua afonso celso	311	4119001	vila mariana	-46,63510895	-23,59421921
450	sao paulo	domingos quirino ferreira coronel	cafe	681	4311001	vila guarani z sul	-46,63687134	-23,63227081
451	sao paulo	raul humaita villa nova coronel	rua maestro joao batista juliao	SN	4124090	vila firmiano pinto	-46,62291498	-23,5977
452	sao paulo	jose vicente de azevedo conde	guararema	365	4136030	bosque da saude	-46,62612152	-23,60931969
453	sao paulo	rui bloem	rua dos bogaris	244	4047020	mirandopolis	-46,64490128	-23,61030006
454	sao paulo	artur saboia	rua taquarichim	22	4296100	vila vera	-46,60427856	-23,61881065
455	sao paulo	pedro voss professor	rua jose de magalhaes	477	4026090	vila clementino	-46,64931187	-23,59826114
457	sao paulo	leonor quadros	baltazar gomes de alarcao	SN	4417270	jardim miriam	-46,63640976	-23,68111992
458	sao paulo	isabel princesa	ibirarema	341	4136000	bosque da saude	-46,62742996	-23,60963058
459	sao paulo	edmea attab professora	oliverio girondo	127	4414170	vila clara	-46,63919067	-23,67316055
460	sao paulo	lasar segall	rua doutor thirso martins	211	4120050	vila mariana	-46,63442146	-23,59572135
461	sao paulo	joanna abrahao professora	rua comendador artur capodaglio	99	4410080	americanopolis	-46,64870834	-23,68097115
462	sao paulo	renato braga professor	rua arthur bliss	465	5842020	jardim casa blanca	-47,02608109	-23,62738991
464	sao paulo	joao silva professor	abilio cesar	243	5881020	jardim soraia	-46,77656937	-23,68033981
465	sao paulo	dulce carneiro professora	grande madrugada	53	4401010	vila marari	-46,66436005	-23,66345024
466	sao paulo	neyde apparecida sollitto professora	jose maria pinto zilli	696	5749300	jardim das palmas	-46,74604034	-23,62091064
468	sao paulo	luiza marcelina branca chaib	estrada do alvarenga	5110	4476050	sete praias	-46,63536835	-23,71349716
469	sao paulo	eugenio zerbini professor	piavunas	10	4473040	balneario sao francisco	-46,65089035	-23,70067024
470	sao paulo	ceeja sinha pantoja	simao de lemos	SN	5816220	recanto santo antonio	-46,7406311	-23,6678791
471	sao paulo	nipo brasileira	nestor dos santos lima	182	5743210	jardim jamaica	-46,75429153	-23,61251068
472	sao paulo	maria petronila limeira dos milagres monteiro professora	mario lopes leao	1050	4754010	santo amaro	-46,71559143	-23,65134048
474	sao paulo	davina aguiar dias professora	francisco de abreu	SN	5863100	jardim imbe	-46,76688004	-23,67679977
475	sao paulo	beatriz de quadros leme professora	rua professor gastao ramos	3	5888160	parque fernanda	-46,78998947	-23,67494965
476	sao paulo	leopoldo santana professor	rua manoel duarte oliveira	151	5859100	capao redondo	-46,76675034	-23,66856003
477	sao paulo	juventina patricia sant ana professora	engenheiro emilio saad	50	4405020	cidade ademar	-46,65683365	-23,66770935
478	sao paulo	cel jto a ee mexico	leonel da gama beles	82	4403360	vila joaniza	-46,65953064	-23,67324066
479	sao paulo	martins pena	rua professor paulo mangabeira albernaz	150	4405030	americanopolis	-46,65607071	-23,66773033
480	sao paulo	jose nascimento professor	luisa	48	4424030	cidade julia	-46,63837814	-23,68582916
481	sao paulo	bento pereira da rocha professor	george benda	80	4475100	jardim rubilene	-46,63343048	-23,70340919
482	sao paulo	zulmira cavalheiro faustino dona	luiz grassmann	216	5801050	jardim mirante	-46,73291016	-23,64563942
483	sao paulo	eusebio de paula marcondes professor	domingas galleteri blotta	45	4455360	vila campo grande	-46,67739105	-23,68213081
484	sao paulo	joaquim adolfo araujo professor	francisco madero	16	4445090	vila arriete	-46,68352127	-23,68289948
485	sao paulo	hugo lacorte vitale deputado	cantanhede	190	5790150	pirajussara	-46,786129	-23,64388084
486	sao paulo	mexico	leonel da gama beles	82	4403360	vila joaniza	-46,65953064	-23,67324448
487	sao paulo	paulo eiro	rua padre jose maria	210	4753060	santo amaro	-46,71001816	-23,65393066
488	sao paulo	zenaide lopes de oliveira godoy professora	celso dos santos	375	4658240	vila constanca	-46,66963196	-23,66692543
489	sao paulo	joao evangelista costa professor	cupece	2672	4366000	jardim prudencia	-46,66059875	-23,66411018
490	sao paulo	manuel borba gato	alvarenga	179	4462000	jardim da pedreira	-46,6711998	-23,69799995
491	sao paulo	alberto conte professor	mario lopes leao	120	4754010	santo amaro	-46,70714951	-23,64990997
492	sao paulo	luis arrobas martins doutor	joao elias	80	4726070	vila cruzeiro	-46,70996857	-23,63835907
493	sao paulo	luiz gonzaga pinto e silva professor	geraldo fraga de oliveira	324	5843000	jardim sao luis	-46,73762131	-23,65294075
494	sao paulo	plinio negrao	braganca paulista	575	4727001	vila cruzeiro	-46,71537018	-23,64164925
495	sao paulo	kennedy presidente	francisco peixoto	54	5786110	vila pirajussara	-46,77077866	-23,63459969
496	sao paulo	isaltino de mello professor	toninhas	73	4691040	vila gea	-46,68764114	-23,67439079
497	sao paulo	saboia de medeiros padre ee	americo brasiliense	1297	4715002	chacara santo antonio zona sul	-46,69952011	-23,63301086
498	sao paulo	maria peccioli giannasi professora	cataldo parrilha	179	4930055	jardim santa margarida	-46,75188828	-23,6805191
499	sao paulo	paulo octavio de azevedo professor	antonio vieira mistura	440	4913110	jardim santa edwiges capela do socorro	-46,73826981	-23,67977905
500	sao paulo	joao de deus cardoso de mello	francisco de almeida souza	192	4917070	jardim souza	-46,74832916	-23,68902016
501	sao paulo	orlando mendes de moraes professor	baronesa	100	4941175	parque bologne	-46,78276825	-23,71869087
502	sao paulo	beatriz lopes profa	rua guaruva	384	4807030	cidade dutra	-46,70069885	-23,7112999
503	sao paulo	alberto salotti prof ee	carlos oberhuber	90	4836130	jardim floresta	-46,70589828	-23,74040031
504	sao paulo	levi carneiro	avenida antonio carlos benjamin dos santos	2882	4856070	jardim myrna	-46,69620132	-23,76339912
505	sao paulo	paulino nunes esposo	sadamu inoue	365	4865005	jardim casa grande	-46,72269821	-23,77639961
506	sao paulo	alexandre marcondes filho senador	maria roschel schunck	690	4890400	jardim novo parelheiros	-46,72489929	-23,83049965
507	sao paulo	prisciliana duarte de almeida dona	sadamu inoue	6820	4865005	jardim casa grande	-46,73199844	-23,82679939
508	sao paulo	ernestino lopes da silva prof	rua miguel rocumback	SN	4892190	colonia zona sul	-46,69779968	-23,84840012
509	sao paulo	hilton reis santos prof	marcilac engenheiro	8029	4893000	embura	-46,74047089	-23,87792969
510	sao paulo	duarte leopoldo e silva dom	pinedo	577	4764001	socorro	-46,71469879	-23,67020035
511	sao paulo	jose vieira de moraes prof	frederico rene de jaegher	206	4826000	rio bonito	-46,70100021	-23,71899986
512	sao paulo	jose geraldo de lima prof ee	antonio mariano	254	4784000	jardim ipanema zona sul	-46,70803833	-23,68881035
513	sao paulo	adolfo casais monteiro prof	manuel alves soares	659	4821270	parque colonial	-46,68579865	-23,72570038
514	sao paulo	juventina marcondes domingues de castro profa	henrique muzzio	233	4857040	jardim varginha	-46,68471909	-23,78644943
515	sao paulo	alfredo vianello gregorio comendador	rua felipe de veras	SN	5818260	jd sao luis	-46,73104095	-23,66515923
516	sao paulo	amelia kerr nogueira professora	avenida  dos funcionarios publicos	1355	4962000	jardim horizonte azul	-46,78218842	-23,74094963
517	sao paulo	clarina amaral gurgel profa	irara branca	SN	4852006	jardim shangrila zona sul	-46,66569901	-23,75869942
518	sao paulo	vicente leporace	joao alves torres	555	4904120	jardim das flores	-46,73951585	-23,67373968
519	sao paulo	maria amelia braz profa	amador arrais frei	100	4860050	jardim sao rafael	-46,71730042	-23,76099968
520	sao paulo	herbert baldus	cancao da terra	100	4844560	jardim sao bernardo	-46,70446014	-23,75938034
521	sao paulo	jeronymo monteiro	joaquim dos santos	539	4823080	jardim imperial	-46,69860077	-23,72640038
522	sao paulo	sinha pantoja	simao de lemos	SN	5816220	recanto santo antonio	-46,74071884	-23,66783905
525	sao paulo	joao batista de carvalho monsenhor	cristiania	13	5834090	jardim cris	-46,75265121	-23,67270088
558	sao paulo	cel jto a ee loureiro junior professor	padre adelino	1330	3303000	quarta parada	-46,58124924	-23,54379654
569	sao paulo	parque jardim helena	kumaki aoki	1390	8090370	jardim helena	-46,41585922	-23,47924042
2224	sao paulo	cel jto a ee laerte ramos prof dr	anibal dos anjos carvalho	5	4810050	vila santa maria	-46,69490051	-23,71260071
2567	sao paulo	salgado filho ministro	pedro goncalves meira	101	4433250	jardim sao carlos zona sul	-46,65628815	-23,68251038
2568	sao paulo	francisco antonio martins junior professor	rocha medrano	SN	5881270	jardim sao bento novo	-46,78071976	-23,68186951
2569	sao paulo	humberto alfredo pucca professor	mandira	120	5870150	jardim fraternidade	-46,7734108	-23,68022919
